,inputs,policies,policies_sent,labels
18228,The patient can view contact information of a selected LHCP shown in the expired prescription list.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'contact information of a selected lhcp', 'condition': 'none', 'purpose': 'none'}]",patient is allowed to view contact information of a selected lhcp,11
18229,"A sub-reviewer can resign, unless he has already submitted his review.","[{'decision': 'allow', 'subject': 'subreviewer', 'action': 'resign', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",subreviewer is authorized to resign,8
18230,Access to the employee database is limited to HR staff members for HR-related tasks only.,"[{'decision': 'allow', 'subject': 'hr staff member', 'action': 'access', 'resource': 'employee database', 'condition': 'none', 'purpose': 'none'}]",hr staff member is allowed to access employee database,9
18231,"The adverse event report changes to a status of ""removed.""","[{'decision': 'allow', 'subject': 'none', 'action': 'change', 'resource': 'adverse event report', 'condition': 'it is within business hours from 9 am to 5 pm on weekdays', 'purpose': 'none'}]",adverse event report is allowed to be change if it is within business hours from 9 am to 5 pm on weekdays,4
18232,"However, it should not perform these operations when it is loading medicines to the medicine dispenser.","[{'decision': 'deny', 'subject': 'agricultural field officer', 'action': 'perform', 'resource': 'operation', 'condition': 'it is loading medicines to the medicine dispenser', 'purpose': 'none'}]",agricultural field officer is prohibited to perform operation if it is loading medicines to the medicine dispenser,1
18233,"Many PC users, with the exception of one or more authors of an essay, can know who the reviewers of a project are.","[{'decision': 'allow', 'subject': 'pc user', 'action': 'know', 'resource': 'reviewers of a project', 'condition': 'none', 'purpose': 'planning future harvests'}, {'decision': 'deny', 'subject': 'author', 'action': 'know', 'resource': 'reviewers of a project', 'condition': 'none', 'purpose': 'none'}]",pc user is allowed to know reviewers of a project for the purpose of planning future harvests and author is shall not to know reviewers of a project,5
18234,"If the subject is a student, subject should not to take this class off the grades.","[{'decision': 'deny', 'subject': 'finance department employee', 'action': 'take', 'resource': 'class', 'condition': 'subject is a student', 'purpose': 'none'}]",finance department employee is shall not to take class if subject is a student,1
18235,Any subject in the hierarchy except the office manager can submit a project.,"[{'decision': 'allow', 'subject': 'subject in the hierarchy', 'action': 'submit', 'resource': 'project', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'office manager', 'action': 'submit', 'resource': 'project', 'condition': 'in the update a schedule or delete a schedule subflows, the system is unable to retrieve the students schedule', 'purpose': 'none'}]","subject in the hierarchy is authorized to submit project and office manager is shall not to submit project if in the update a schedule or delete a schedule subflows, the system is unable to retrieve the students schedule",4
18236,"The Lead Agronomist can access, edit, and update the crop yield database for researching improved cultivation practices if the data entry is not during forecasted storm conditions.","[{'decision': 'allow', 'subject': 'lead agronomist', 'action': 'access', 'resource': 'crop yield database', 'purpose': 'researching improved cultivation practices', 'condition': 'not during forecasted storm conditions'}, {'decision': 'allow', 'subject': 'lead agronomist', 'action': 'edit', 'resource': 'crop yield database', 'purpose': 'none', 'condition': 'not during forecasted storm conditions'}, {'decision': 'allow', 'subject': 'lead agronomist', 'action': 'update', 'resource': 'crop yield database', 'purpose': 'researching improved cultivation practices', 'condition': 'not during forecasted storm conditions'}]","lead agronomist is allowed to access crop yield database for the purpose of researching improved cultivation practices, if not during forecasted storm conditions and lead agronomist is able to edit crop yield database if not during forecasted storm conditions and lead agronomist is able to update crop yield database for the purpose of researching improved cultivation practices, if not during forecasted storm conditions",9
18237,A LHCP or PHA chooses to examine recent trends in diagnoses  or to determine if an ailment is reaching epidemic proportions in a given area.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'examine', 'resource': 'recent trends in diagnose', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'pha', 'action': 'determine', 'resource': 'ailment', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'determine', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'pha', 'action': 'examine', 'resource': 'recent trends in diagnose', 'condition': 'none', 'purpose': 'none'}]",lhcp is authorized to examine recent trends in diagnose and pha is allowed to determine ailment and lhcp is shall to determine and pha is able to examine recent trends in diagnose,7
18238,"Agricultural scientists are allowed to modify the crop yield data in the database for research and record updating purposes, only during the office hours from 8:00 AM to 5:00 PM.","[{'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'modify', 'resource': 'crop yield data', 'purpose': 'handling discrepancies', 'condition': 'during the office hours from 8:00 AM to 5:00 PM'}]","agricultural scientist is allowed to modify crop yield data for the purpose of handling discrepancies, if during the office hours from 8:00 AM to 5:00 PM",5
18239,The HCP prescribes a patient a drug by selecting its NDC and name.,"[{'decision': 'deny', 'subject': 'hcp', 'action': 'prescribe', 'resource': 'drug', 'condition': 'none', 'purpose': 'none'}]",hcp is not able to prescribe drug,0
18240,A LHCP creates UAPs.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'create', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",lhcp is authorized to create,7
18241,Employees in the accounting department can access the company's confidential financial information but only during business hours and for the specific purpose of completing their work assignments.,"[{'decision': 'allow', 'subject': 'employee in the accounting department', 'action': 'access', 'resource': 'list of his upcoming appointments for himself or herself', 'purpose': 'completing their work assignments', 'condition': 'during business hours'}]","employee in the accounting department is shall to access list of his upcoming appointments for himself or herself for the purpose of completing their work assignments, if during business hours",3
18242,IT team members are permitted to install or uninstall software applications on the company's computers if they are instructed to by the IT manager during the working hours.,"[{'decision': 'allow', 'subject': 'IT team member', 'action': 'install', 'resource': 'social media post', 'purpose': 'none', 'condition': 'instructed by IT manager during working hours'}, {'decision': 'allow', 'subject': 'IT team member', 'action': 'uninstall', 'resource': 'software application', 'purpose': 'none', 'condition': 'instructed by IT manager during working hours'}]",IT team member is allowed to install social media post if instructed by IT manager during working hours and IT team member is authorized to uninstall software application if instructed by IT manager during working hours,3
18243,"It helps the PC to select the best papers for the conference, which makes it a group decision support system.","[{'decision': 'allow', 'subject': 'pc', 'action': 'utilize', 'resource': 'best paper', 'condition': 'none', 'purpose': 'none'}]",pc is allowed to utilize best paper,2
18244,"Financial analysts are permitted to view, modify, and delete financial records for purpose of generating reports if financial quarter has ended.","[{'decision': 'allow', 'subject': 'financial analyst', 'action': 'view', 'resource': 'financial record', 'purpose': 'generating reports', 'condition': 'financial quarter has ended'}, {'decision': 'allow', 'subject': 'financial analyst', 'action': 'modify', 'resource': 'financial record', 'purpose': 'generating reports', 'condition': 'financial quarter has ended'}, {'decision': 'allow', 'subject': 'financial analyst', 'action': 'delete', 'resource': 'financial record', 'purpose': 'none', 'condition': 'financial quarter has ended'}]","financial analyst is allowed to view financial record for the purpose of generating reports, if financial quarter has ended and financial analyst is able to modify financial record for the purpose of generating reports, if financial quarter has ended and financial analyst is able to delete financial record if financial quarter has ended",9
18245,"For each patient from the monitoring list, the LHCP can choose to edit which types of remote monitoring information (blood pressure, glucose levels, height, weight, and pedometer readings) should be submitted by the patient.","[{'decision': 'allow', 'subject': 'lhcp', 'action': 'edit', 'resource': 'types of remote monitoring information', 'condition': 'none', 'purpose': 'analysi'}]",lhcp is shall to edit types of remote monitoring information for the purpose of analysi,5
18246,"Marketing team members can access, edit, and delete contents of the customer database for promotional activities only when they have received explicit permission from the Data Privacy Officer.","[{'decision': 'allow', 'subject': 'marketing team member', 'action': 'access', 'resource': 'customer database', 'purpose': 'promotional activities', 'condition': 'received explicit permission from the Data Privacy Officer'}, {'decision': 'allow', 'subject': 'marketing team member', 'action': 'edit', 'resource': 'customer database', 'purpose': 'promotional activities', 'condition': 'received explicit permission from the Data Privacy Officer'}, {'decision': 'allow', 'subject': 'marketing team member', 'action': 'delete', 'resource': 'customer database', 'purpose': 'none', 'condition': 'received explicit permission from the Data Privacy Officer'}]","marketing team member is authorized to access customer database for the purpose of promotional activities, if received explicit permission from the Data Privacy Officer and marketing team member is able to edit customer database for the purpose of promotional activities, if received explicit permission from the Data Privacy Officer and marketing team member is authorized to delete customer database if received explicit permission from the Data Privacy Officer",9
18247,The administrator selects a file containing LOINC information and chooses to upload it.,"[{'decision': 'allow', 'subject': 'administrator', 'action': 'select', 'resource': 'menu of his patient', 'condition': 'none', 'purpose': 'upload'}]",administrator is authorized to select menu of his patient for the purpose of upload,3
18248,"System presents a list of the patient's expired prescriptions, sorted by start date (the later date is ranked earlier closer to the top).","[{'decision': 'allow', 'subject': 'system', 'action': 'present', 'resource': 'list of the patients expired prescription', 'condition': 'none', 'purpose': 'none'}]",system is able to present list of the patients expired prescription,11
18249,"The human resources team is allowed to edit, delete, and view employee records for the purpose of updating personal details, only during working hours from 9 AM to 5 PM on weekdays.","[{'decision': 'allow', 'subject': 'human resources team', 'action': 'edit', 'resource': 'employee record', 'purpose': 'updating personal details', 'condition': 'outside working hours'}, {'decision': 'allow', 'subject': 'human resources team', 'action': 'delete', 'resource': 'employee record', 'purpose': 'updating personal details', 'condition': 'during working hours from 9AM to 5PM on weekdays'}, {'decision': 'allow', 'subject': 'human resources team', 'action': 'view', 'resource': 'employee record', 'purpose': 'updating personal details', 'condition': 'during working hours from 9AM to 5PM on weekdays'}]","human resources team is authorized to edit employee record for the purpose of updating personal details, if outside working hours and human resources team is authorized to delete employee record for the purpose of updating personal details, if during working hours from 9AM to 5PM on weekdays and human resources team is shall to view employee record for the purpose of updating personal details, if during working hours from 9AM to 5PM on weekdays",4
18250,The LHCP is then provided counts for the specified time period as well as a bar chart.,"[{'decision': 'allow', 'subject': 'none', 'action': 'provide', 'resource': 'counts for the specified time period', 'condition': 'none', 'purpose': 'none'}]",counts for the specified time period is authorized to be provide,10
18251,A patient may view his or her own lab procedure.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'own lab procedure', 'condition': 'during the annual audit period', 'purpose': 'none'}]",patient is shall to view own lab procedure if during the annual audit period,4
18252,The system requests that the Registrar enter the professor id.,"[{'decision': 'allow', 'subject': 'banking teller', 'action': 'enter', 'resource': 'professor id', 'condition': 'none', 'purpose': 'none'}]",banking teller is authorized to enter professor id,1
18253,"An LHCP, patient and representative may view a message.","[{'decision': 'allow', 'subject': 'representative', 'action': 'view', 'resource': 'message', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'message', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'view', 'resource': 'message', 'condition': 'none', 'purpose': 'none'}]",representative is authorized to view message and lhcp is authorized to view message and message is authorized to be view,6
18254,"Agricultural technologists are permitted to manage and edit farming data for the purpose of research and development, provided that the data does not contain personal confidential information of the farmers.","[{'decision': 'allow', 'subject': 'agricultural technologist', 'action': 'manage', 'resource': 'pending consultation', 'purpose': 'research and development', 'condition': 'data does not contain personal confidential information of the farmers'}, {'decision': 'allow', 'subject': 'agricultural technologist', 'action': 'edit', 'resource': 'farming data', 'purpose': 'research and development', 'condition': 'data does not contain personal confidential information of the farmers'}]","agricultural technologist is shall to manage pending consultation for the purpose of research and development, if data does not contain personal confidential information of the farmers and agricultural technologist is authorized to edit farming data for the purpose of research and development, if data does not contain personal confidential information of the farmers",3
18255,The administrator was adviced not to change each hospital location number in an existing entry.,"[{'decision': 'deny', 'subject': 'administrator', 'action': 'change', 'resource': 'hospital location number', 'condition': 'patient or personal health officer has not yet taken part in a satisfaction test for a visit to the doctor', 'purpose': 'none'}]",administrator is prohibited to change hospital location number if patient or personal health officer has not yet taken part in a satisfaction test for a visit to the doctor,4
18256,Pharmacists are allowed to access and modify prescription records for the purposes of updating medicine information only during their assigned shifts.,"[{'decision': 'allow', 'subject': 'pharmacist', 'action': 'access', 'resource': 'prescription record', 'purpose': 'updating medicine information', 'condition': 'during their assigned shifts'}, {'decision': 'deny', 'subject': 'pharmacist', 'action': 'modify', 'resource': 'prescription record', 'purpose': 'updating medicine information', 'condition': 'during their assigned shifts'}]","pharmacist is authorized to access prescription record for the purpose of updating medicine information, if during their assigned shifts and pharmacist is unauthorized to modify prescription record for the purpose of updating medicine information, if during their assigned shifts",0
18257,A public health agent sees trends in adverse events relate to prescription drugs or immunizations.,"[{'decision': 'allow', 'subject': 'public health agent', 'action': 'see', 'resource': 'trends in adverse events relate to immunization', 'condition': 'reviewer is assigned to review paper', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'public health agent', 'action': 'see', 'resource': 'trends in adverse events relate to prescription drug', 'condition': 'none', 'purpose': 'none'}]",public health agent is authorized to see trends in adverse events relate to immunization if reviewer is assigned to review paper and public health agent is able to see trends in adverse events relate to prescription drug,4
18258,"The appointment details display the appointment type, appointment date and start time, duration, the name of the patient, and appointment comments .","[{'decision': 'allow', 'subject': 'appointment detail', 'action': 'display', 'resource': 'appointment date and start time', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'appointment detail', 'action': 'display', 'resource': 'duration', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'appointment detail', 'action': 'display', 'resource': 'appointment type', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'appointment detail', 'action': 'display', 'resource': 'appointment comment', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'appointment detail', 'action': 'display', 'resource': 'name of the patient', 'condition': 'none', 'purpose': 'none'}]",appointment detail is allowed to display appointment date and start time and appointment detail is unauthorized to display duration and appointment detail is authorized to display appointment type and appointment detail is allowed to display appointment comment and appointment detail is shall to display name of the patient,0
18259,"Hospital administration staff, with the express written consent of the relevant patients, are permitted to access, modify, and delete patient records for administrative and billing concerns, provided the patient's signed consent form is on file.","[{'decision': 'allow', 'subject': 'hospital administration staff', 'action': 'modify', 'resource': 'patient record', 'purpose': 'administrative and billing concerns', 'condition': 'patient gives express written consent and signed form is on file'}, {'decision': 'allow', 'subject': 'hospital administration staff', 'action': 'delete', 'resource': 'patient record', 'purpose': 'administrative and billing concerns', 'condition': 'patient gives express written consent and signed form is on file'}]","hospital administration staff is allowed to modify patient record for the purpose of administrative and billing concerns, if patient gives express written consent and signed form is on file and hospital administration staff is shall to delete patient record for the purpose of administrative and billing concerns, if patient gives express written consent and signed form is on file",10
18260,"The PC Chair can assign PC paper and PC board for verification, unless PC is author of several authors.","[{'decision': 'deny', 'subject': 'pc chair', 'action': 'assign', 'resource': 'pc paper', 'condition': 'pc is author of several author', 'purpose': 'verification'}, {'decision': 'deny', 'subject': 'pc board', 'action': 'assign', 'resource': 'code library', 'condition': 'pc is author of several author', 'purpose': 'verification'}]","pc chair is not able to assign pc paper for the purpose of verification, if pc is author of several author and pc board is shall not to assign code library for the purpose of verification, if pc is author of several author",3
18261,"The LHCP chooses to view a report of all patients of a single or either gender, in a specified age range , with none, one, or more diagnoses.","[{'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",lhcp is authorized to view,7
18262,This administrator is not allowed for modify a hospital id number in new employee entry.,"[{'decision': 'deny', 'subject': 'administrator', 'action': 'receive', 'resource': 'hospital id number', 'condition': 'none', 'purpose': 'none'}]",administrator is not able to receive hospital id number,2
18263,The LHCP views the weight or pedometer monitoring details of his patients for the current date.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'view', 'resource': 'weight or pedometer monitoring details of his patient', 'condition': 'none', 'purpose': 'course preparation'}]",lhcp is allowed to view weight or pedometer monitoring details of his patient for the purpose of course preparation,5
18264,"Agricultural field workers have the rights to view, input, and modify crop data in the farm management software, however, they can't access the financial and inventory data unless expressly permitted by the farm manager for audit or cost calculation purposes.","[{'decision': 'allow', 'subject': 'agricultural field worker', 'action': 'view', 'resource': 'crop data', 'purpose': 'none', 'condition': 'none'}, {'decision': 'allow', 'subject': 'agricultural field worker', 'action': 'input', 'resource': 'crop data', 'purpose': 'none', 'condition': 'none'}, {'decision': 'allow', 'subject': 'agricultural field worker', 'action': 'modify', 'resource': 'crop data', 'purpose': 'software bug fixing', 'condition': 'none'}, {'decision': 'deny', 'subject': 'agricultural field worker', 'action': 'access', 'resource': 'financial and inventory data', 'purpose': 'none', 'condition': 'none'}, {'decision': 'allow', 'subject': 'agricultural field worker', 'action': 'access', 'resource': 'financial and inventory data', 'purpose': 'audit', 'condition': 'expressly permitted by the farm manager'}, {'decision': 'allow', 'subject': 'agricultural field worker', 'action': 'access', 'resource': 'financial and inventory data', 'purpose': 'cost calculation', 'condition': 'expressly permitted by the farm manager'}]","agricultural field worker is authorized to view crop data and agricultural field worker is allowed to input crop data and agricultural field worker is able to modify crop data for the purpose of software bug fixing and agricultural field worker is prohibited to access financial and inventory data and agricultural field worker is shall to access financial and inventory data for the purpose of audit, if expressly permitted by the farm manager and agricultural field worker is authorized to access financial and inventory data for the purpose of cost calculation, if expressly permitted by the farm manager",5
18265,"Agricultural specialists may access, modify, and delete crop breeding data if the condition is meeting project-related needs and the purpose is for crop improvement research.","[{'decision': 'allow', 'subject': 'agricultural specialist', 'action': 'access', 'resource': 'crop breeding data', 'purpose': 'crop improvement research', 'condition': 'meeting project-related needs'}, {'decision': 'allow', 'subject': 'agricultural specialist', 'action': 'modify', 'resource': 'crop breeding data', 'purpose': 'crop improvement research', 'condition': 'meeting project-related needs'}]","agricultural specialist is able to access crop breeding data for the purpose of crop improvement research, if meeting project-related needs and agricultural specialist is authorized to modify crop breeding data for the purpose of crop improvement research, if meeting project-related needs",10
18266,"The patient views the list sorted by dates, most recent access first.","[{'decision': 'allow', 'subject': 'none', 'action': 'view', 'resource': 'list', 'condition': 'none', 'purpose': 'none'}]",list is able to be view,6
18267,The system requests that the Registrar enter the professor id.,"[{'decision': 'allow', 'subject': 'registrar', 'action': 'enter', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",registrar is allowed to enter,7
18268,"Instructors can access and modify student grades and attendance data in the education management system for the purpose of grading and updating course records, provided they are assigned to that particular course.","[{'decision': 'allow', 'subject': 'instructor', 'action': 'access', 'resource': 'student grades and attendance data', 'purpose': 'grading and updating course records', 'condition': 'they are assigned to that particular course'}, {'decision': 'allow', 'subject': 'instructor', 'action': 'modify', 'resource': 'student grades and attendance data', 'purpose': 'system recovery', 'condition': 'they are assigned to that particular course'}]","instructor is able to access student grades and attendance data for the purpose of grading and updating course records, if they are assigned to that particular course and instructor is able to modify student grades and attendance data for the purpose of system recovery, if they are assigned to that particular course",5
18269,The iTrust user (LCHP) has been authenticated in the iTrust Medical Records system (UC3).,"[{'decision': 'allow', 'subject': 'none', 'action': 'authenticate', 'resource': 'lhcp', 'condition': 'unless authorized by the finance department', 'purpose': 'none'}]",lhcp is allowed to be authenticate if unless authorized by the finance department,4
18270,The pages of the reviewers are generated once by the maintainer when the paper distribution has been done.,"[{'decision': 'allow', 'subject': 'maintainer', 'action': 'generate', 'resource': 'abbreviated health history of both sets of grandparent', 'condition': 'paper distribution has been done', 'purpose': 'none'}]",maintainer is allowed to generate abbreviated health history of both sets of grandparent if paper distribution has been done,3
18271,"The HCP provides the dosage in milligrams, the start and end date for the prescription, and any special instructions.","[{'decision': 'allow', 'subject': 'hcp', 'action': 'provide', 'resource': 'special instruction', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'hcp', 'action': 'provide', 'resource': 'start date', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'provide', 'resource': 'dosage in milligram', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'hcp', 'action': 'provide', 'resource': 'end date', 'condition': 'none', 'purpose': 'none'}]",hcp is allowed to provide special instruction and hcp is shall to provide start date and dosage in milligram is able to be provide and hcp is shall to provide end date,6
18272,"System presents an option (""finish"", ""decline"", ""pending"" with ""pending"" as default value) to mark the status of the consultation and a text box to enter the details of the consultation.","[{'decision': 'allow', 'subject': 'system', 'action': 'present', 'resource': 'option', 'condition': 'none', 'purpose': 'mark the status of the consultation'}]",system is able to present option for the purpose of mark the status of the consultation,10
18273,An LHCP views additional information for a patient.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'read', 'resource': 'additional information for a patient', 'condition': 'none', 'purpose': 'none'}]",lhcp is shall to read additional information for a patient,2
18274,An administrator is not allowed to read or write medical elements of a patient record.,"[{'decision': 'deny', 'subject': 'administrator', 'action': 'write', 'resource': 'medical elements of a patient record', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'none', 'action': 'read', 'resource': 'medical elements of a patient record', 'condition': 'none', 'purpose': 'none'}]",administrator is shall not to write medical elements of a patient record and medical elements of a patient record is unauthorized to be read,6
18275,"Financial department staff can access, edit and delete financial documents for audit purposes only during office hours.","[{'decision': 'allow', 'subject': 'financial department staff', 'action': 'access', 'resource': 'financial documents', 'purpose': 'audit', 'condition': 'during office hours'}, {'decision': 'allow', 'subject': 'financial department staff', 'action': 'edit', 'resource': 'financial documents', 'purpose': 'audit', 'condition': 'during office hours'}, {'decision': 'allow', 'subject': 'none', 'action': 'delete', 'resource': 'financial documents', 'purpose': 'audit', 'condition': 'during office hours'}]","financial department staff is able to access financial documents for the purpose of audit, if during office hours and financial department staff is allowed to edit financial documents for the purpose of audit, if during office hours and financial documents is shall to be delete for the purpose of audit, if during office hours",6
18276,"If the Professor wishes to skip a particular student, the grade information can be left blank and filled in at a later time.","[{'decision': 'allow', 'subject': 'admission nurse', 'action': 'fill in', 'resource': 'grade information', 'condition': 'professor wishes to skip a particular student', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'professor', 'action': 'leave', 'resource': 'grade information', 'condition': 'professor wishes to skip a particular student', 'purpose': 'none'}]",admission nurse is allowed to fill in grade information if professor wishes to skip a particular student and professor is allowed to leave grade information if professor wishes to skip a particular student,1
18277,"The Medical Director can access, modify and delete confidential staff records in the digital database for solving staff disputes, provided there is a written request from the staff involved.","[{'decision': 'allow', 'subject': 'medical director', 'action': 'access', 'resource': 'confidential staff record', 'purpose': 'solving staff disputes', 'condition': 'there is a written request from the staff involved'}, {'decision': 'allow', 'subject': 'medical director', 'action': 'modify', 'resource': 'confidential staff record', 'purpose': 'solving staff disputes', 'condition': 'client has given explicit consent during working hours'}, {'decision': 'allow', 'subject': 'medical director', 'action': 'delete', 'resource': 'confidential staff record', 'purpose': 'solving staff disputes', 'condition': 'there is a written request from the staff involved'}]","medical director is authorized to access confidential staff record for the purpose of solving staff disputes, if there is a written request from the staff involved and medical director is shall to modify confidential staff record for the purpose of solving staff disputes, if client has given explicit consent during working hours and medical director is authorized to delete confidential staff record for the purpose of solving staff disputes, if there is a written request from the staff involved",4
18278,An LHCP sends a message to a patient or representative (no multiple recipients allowed in a single message).,"[{'decision': 'allow', 'subject': 'none', 'action': 'send', 'resource': 'message', 'condition': 'none', 'purpose': 'none'}]",message is authorized to be send,6
18279,The administrator is allowed to set the length of this period of time.,"[{'decision': 'allow', 'subject': 'administrator', 'action': 'confirm', 'resource': 'length of this period of time', 'condition': 'none', 'purpose': 'none'}]",administrator is authorized to confirm length of this period of time,2
18280,"The LHCP chooses to examine a patient for which the preconditions do not apply (e.g., an adult shouldn't be tested for child diabetes) and the LHCP is prompted that no analysis can occur.","[{'decision': 'allow', 'subject': 'lhcp', 'action': 'examine', 'resource': 'patient', 'condition': 'none', 'purpose': 'none'}]",lhcp is shall to examine patient,8
18281,"Only certified personnel from the Crop Management Department are allowed to modify the crop yield databases for purposes of annual reports, given that changes are made during business hours and properly documented for audit.","[{'decision': 'allow', 'subject': 'certified personnel from the Crop Management Department', 'action': 'modify', 'resource': 'crop yield database', 'purpose': 'annual reports', 'condition': 'none'}]",certified personnel from the Crop Management Department is able to modify crop yield database for the purpose of annual reports,8
18282,Bank tellers are authorized to access and modify customer account details for the purpose of transaction processing only during office working hours.,"[{'decision': 'allow', 'subject': 'bank teller', 'action': 'access', 'resource': 'customer account detail', 'purpose': 'transaction processing', 'condition': 'during office working hours'}, {'decision': 'allow', 'subject': 'bank teller', 'action': 'modify', 'resource': 'account', 'purpose': 'transaction processing', 'condition': 'during office working hours'}]","bank teller is authorized to access customer account detail for the purpose of transaction processing, if during office working hours and bank teller is shall to modify account for the purpose of transaction processing, if during office working hours",3
18283,HCP should not enter or edit demographic parameters .,"[{'decision': 'deny', 'subject': 'hcp', 'action': 'edit', 'resource': 'demographic parameter', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'hcp', 'action': 'enter', 'resource': 'demographic parameter', 'condition': 'none', 'purpose': 'none'}]",hcp is shall not to edit demographic parameter and hcp is shall to enter demographic parameter,0
18284,The manager and supervisor should have access to view and update the sales reports for analysis.,"[{'decision': 'allow', 'subject': 'supervisor', 'action': 'update', 'resource': 'sales report', 'condition': 'none', 'purpose': 'analysi'}, {'decision': 'allow', 'subject': 'manager', 'action': 'register', 'resource': 'sales report', 'condition': 'none', 'purpose': 'analysi'}]",supervisor is able to update sales report for the purpose of analysi and manager is allowed to register sales report for the purpose of analysi,2
18285,"The system shall enable the administrator to (1) add a new entry for an appointment type, including its type name with up to 30 alpha characters and duration in the unit of minutes , and (2) modify the duration in an existing entry .","[{'decision': 'allow', 'subject': 'administrator', 'action': 'modify', 'resource': 'duration in an existing entry', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'administrator', 'action': 'add', 'resource': 'new entry', 'condition': 'identity is verified', 'purpose': 'none'}]",administrator is authorized to modify duration in an existing entry and administrator is shall to add new entry if identity is verified,4
18286,The system requests that the Registrar enter the student information.,"[{'decision': 'allow', 'subject': 'registrar', 'action': 'enter', 'resource': 'height', 'condition': 'none', 'purpose': 'none'}]",registrar is allowed to enter height,3
18287,"Accounting department personnel are granted access to update, read and delete data from the company financial databases, solely for auditing and report generation when it is within official working hours.","[{'decision': 'allow', 'subject': 'accounting department personnel', 'action': 'update', 'resource': 'company financial database', 'purpose': 'auditing and report generation', 'condition': 'it is within official working hours'}, {'decision': 'allow', 'subject': 'accounting department personnel', 'action': 'read', 'resource': 'company financial database', 'purpose': 'auditing and report generation', 'condition': 'it is within official working hours'}, {'decision': 'allow', 'subject': 'accounting department personnel', 'action': 'delete', 'resource': 'company financial database', 'purpose': 'auditing and report generation', 'condition': 'it loads drugs into the dispenser'}]","accounting department personnel is authorized to update company financial database for the purpose of auditing and report generation, if it is within official working hours and accounting department personnel is shall to read company financial database for the purpose of auditing and report generation, if it is within official working hours and accounting department personnel is able to delete company financial database for the purpose of auditing and report generation, if it loads drugs into the dispenser",4
18288,A patient reports their physiologic data.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'save', 'resource': 'physiologic data', 'condition': 'none', 'purpose': 'none'}]",patient is authorized to save physiologic data,2
18289,Management-level employees can access HR data for performance reviews only from within the company network between working hours (9 am to 5 pm).,"[{'decision': 'allow', 'subject': 'management-level employee', 'action': 'access', 'resource': 'HR data', 'purpose': 'performance reviews', 'condition': 'none'}]",management-level employee is able to access HR data for the purpose of performance reviews,8
18290,The HCP cannot discuss the safety question of the patient without answers.,"[{'decision': 'deny', 'subject': 'none', 'action': 'discuss', 'resource': 'safety question of the patient', 'condition': 'none', 'purpose': 'none'}]",safety question of the patient is unauthorized to be discuss,6
18291,The administrator selects one drug and is presented with a listing of all drug interactions with that drug.,"[{'decision': 'allow', 'subject': 'administrator', 'action': 'answer', 'resource': 'drug', 'condition': 'none', 'purpose': 'none'}]",administrator is authorized to answer drug,2
